axis    vel     acc 	dec 	jerk    kp	kd	ki	kvff    kaff	kout	il	ol	bias	error limit
pan     300.0	300.0	300.0	0.0     400	400	50	0	0	65535	1000	32767	0	150
tilt    300.0   300.0   300.0   0.0     400	400	50	0	0	65535	1000	32767	0	100
# entries	# rates	rates	description
15791	1 10	Berkeley
-19.81	13.97	-3.91
-20.09	13.91	-3.82
-20.09	14.08	-3.78
-20.35	14.11	-3.72
-20.77	14.32	-3.67
-20.75	14.28	-3.75
-20.75	14.23	-3.86
-20.6	14.11	-3.88
-20.87	14.05	-3.86
-21.2	13.89	-3.88
-21.65	13.69	-3.84
-21.65	13.61	-3.73
-21.8	13.23	-3.68
-22.3	12.84	-3.44
-22.3	12.6	-3.34
-22.68	12.67	-3.28
-23.19	12.59	-3.26
-23.76	12.53	-3.23
-23.76	12.36	-3.11
-23.76	12.12	-2.96
-23.76	11.78	-2.77
-23.76	11.66	-2.59
-25.61	11.61	-2.56
-25.5	11.63	-2.53
-25.53	11.53	-2.37
-25.53	11.52	-1.99
-26.02	10.93	-1.55
-27.62	10.44	-1.62
-27.23	10.31	-2.12
-27.28	10.84	-2.14
-27.28	10.92	-1.94
-28.47	10.65	-1.42
-30.54	10.08	-1.12
-31.9	9.78	-0.88
-31.9	9.54	-0.75
-34.15	9.42	-0.98
-33.96	9.49	-1.22
-33.34	9.69	-1.16
-33.34	9.79	-1.28
-32.38	9.66	-1.38
-30.94	9.22	-1.24
-29.5	8.86	-0.87
-29.47	8.61	-0.45
-29.47	8.63	-0.41
-28.73	8.91	-0.58
-28.73	9.25	-0.69
-28.73	9.46	-0.84
-28.73	9.57	-0.77
-24.18	9.72	-0.38
-23.12	10.04	0.08
-22.68	10.37	0.81
-22.68	10.25	1.56
-23.07	9.71	1.87
-23.07	9.36	2.04
-24.92	9.31	2.18
-24.92	9.7	1.94
-25.75	10.14	1.63
-25.74	10.47	1.79
-25.74	10.32	2.3
-27.16	9.77	2.98
-27.16	9.01	3.2
-27.37	8.87	2.83
-27.37	9.22	2.63
-26.17	9.36	2.91
-26.17	9.02	2.82
-24.15	8.73	2.36
-24.15	8.76	2.2
-21.07	9.14	2.42
-21.07	9.28	2.78
-19.39	9.43	3.05
-19.39	9.23	3.31
-17.55	9.16	3.4
-17.55	9.33	3.14
-17.55	9.87	2.96
-17.55	10.45	3.16
-17.55	10.6	3.58
-17.55	10.67	3.62
-16.95	10.53	3.3
-16.95	10.24	3.27
-15.59	10.17	3.25
-15.59	10.17	3.12
-13.24	10.46	2.96
-13.24	10.79	2.86
-12	10.77	3.18
-12	10.58	3.32
-12.64	10.33	3.21
-12.64	10.05	3.12
-13.42	9.99	2.8
-13.42	10	2.6
-14.27	10.22	2.62
-15.29	10.27	2.43
-15.29	10.41	2.28
-15.11	10.5	2.24
-15.11	10.52	2.36
-15.26	10.64	2.49
-15.26	10.84	2.54
-14.96	11.12	2.31
-14.96	11.62	1.98
-13.68	12.1	1.69
-13.68	12.56	1.62
-13.68	12.76	1.82
-13.68	12.57	1.9
-13.7	12.32	2
-13.7	12.24	2.16
-14.43	12.36	2.46
-15.7	12.58	2.67
-15.7	12.49	2.63
-16.7	12.48	2.3
-16.7	12.72	1.83
-15.19	12.94	1.6
-15.19	13.29	1.64
-14.24	13.49	1.82
-14.24	13.37	1.94
-12.04	13.33	2.12
-12.04	13.51	2.3
-11.39	13.39	2.46
-11.39	13.16	2.54
-13.02	12.85	2.49
-13.02	12.54	2.34
-14.87	12.75	1.99
-14.87	12.66	1.68
-16.21	12.98	1.48
-16.21	12.8	1.22
-16.17	12.55	1
-16.17	12.01	0.9
-13.96	11.72	0.87
-13.96	11.63	0.88
-13.96	11.94	0.68
-13.96	12.62	0.82
-13.96	13.23	1.07
-13.96	13.56	0.86
-11.24	13.77	0.58
-10.85	13.8	0.28
-10.85	13.93	0.4
-11.67	14.08	0.6
-11.67	14.33	0.43
-11.55	14.39	-0.08
-11.55	14.06	-0.48
-8.53	13.92	-0.28
-8.53	14.2	-0.22
-7.11	14.51	-0.17
-7.11	14.81	0.02
-4.28	14.97	0.29
-4.28	14.76	0.52
-3.71	14.62	0.82
-3.71	14.15	0.92
-5.82	13.72	0.95
-5.82	13.48	1.11
-10.91	13.13	1.01
-10.91	13.13	0.75
-14.44	13.19	0.22
-14.85	13.46	-0.42
-14.85	13.84	-1.12
-14.85	13.83	-1.54
-14.85	13.61	-1.62
-14.85	13.54	-1.53
-9.57	13.23	-1.61
-9.57	12.96	-1.74
-7.04	13.07	-1.86
-7.04	13.21	-2.03
-6.12	13.34	-2.05
-6.52	13.28	-2.01
-6.52	13.28	-2.15
-7.15	13.47	-2.74
-7.15	13.37	-2.95
-7.98	13.13	-2.95
-7.98	13.06	-2.97
-8.66	13.32	-2.96
-8.66	13.18	-2.81
-8.9	13	-2.59
-8.9	12.68	-2.49
-9.4	12.26	-2.65
-10.34	12.11	-2.83
-10.34	12.09	-3.12
-11.41	12.15	-3.42
-11.41	12.01	-3.66
-11.41	11.88	-3.66
-13.44	11.86	-3.76
-14.14	11.88	-3.96
-14.14	12.02	-4.13
-14.14	12.18	-4.12
-14.14	12.58	-4.07
-14.14	12.9	-3.93
-16.16	13.14	-3.87
-16.16	13.24	-4.11
-17.43	13.37	-4.3
-17.43	13.57	-4.47
-19	13.87	-4.48
-19.46	14.49	-4.53
-19.46	14.93	-4.51
-19.66	15.32	-4.37
-19.66	15.38	-4.22
-19.81	15.52	-4.22
-19.81	15.77	-4.25
-19.25	15.9	-4.05
-19.25	15.99	-3.86
-19.8	16.26	-3.78
-19.8	16.25	-3.69
-19.9	16.47	-3.64
-19.9	16.49	-3.52
-20.58	16.43	-3.18
-21.98	16.25	-2.91
-21.98	16.14	-2.75
-22.58	16.43	-2.65
-22.58	16.78	-2.68
-23.64	16.93	-2.74
-23.64	17.03	-2.76
-23.64	17.02	-3.25
-23.64	16.72	-3.92
-20.47	16.52	-4.44
-20.47	16.77	-4.91
-17.52	16.89	-5.39
-16.05	16.83	-5.75
-15.82	16.73	-6.19
-15.82	16.83	-6.58
-15.32	16.71	-6.95
-15.32	16.5	-7.45
-14.24	16.38	-8.01
-14.5	16.34	-8.56
-14.5	16.34	-8.99
-15.2	16.26	-9.31
-16.88	16.19	-9.55
-16.88	16.12	-9.89
-18.15	15.77	-10.37
-19.63	15.45	-10.93
-19.63	15.41	-11.47
-21.56	15.43	-12.02
-21.56	15.24	-12.64
-22.14	15.43	-13.34
-21.91	15.89	-13.87
-21.91	16.12	-14.35
-20.95	16.56	-14.75
-21.35	16.73	-15.04
-21.35	16.87	-15.15
-21.35	16.74	-15.28
-21.35	16.52	-15.46
-26.01	16.77	-15.75
-26.01	17.35	-15.98
-28.42	17.7	-16.3
-28.42	17.8	-16.4
-30.4	17.67	-16.49
-32.21	17.79	-16.95
-32.21	18.18	-17.36
-32.59	18.91	-17.41
-34.87	19.32	-17.4
-34.87	19.27	-17.7
-35.43	19.13	-18.13
-35.43	19.39	-18.52
-35.1	20.28	-18.8
-37.83	21.02	-18.71
-37.83	21.75	-18.64
-39.61	21.66	-18.87
-39.6	21.43	-19.1
-41.39	21.86	-19.41
-41.39	22.38	-19.62
-43.39	22.96	-19.49
-43.39	23.23	-19.2
-46.62	23.05	-19.01
-50.88	22.94	-19.07
-50.88	23.11	-19.59
-52.49	23.4	-20.17
-52.49	23.93	-20.6
-52.49	24.71	-20.66
-59.62	25.06	-20.64
-63.25	25.17	-20.59
-63.25	24.84	-20.48
-69.69	24.45	-20.37
-75.87	24.42	-20.33
-75.87	24.56	-20.38
-85.65	24.73	-20.57
-85.65	25.16	-20.75
-98.26	25.65	-20.96
-108.31	25.94	-21.14
-121.88	26.22	-21.28
-121.88	26.52	-21.4
-141.07	26.5	-21.31
-151.64	26.42	-21.19
-151.64	26.09	-21.26
-157.74	25.66	-21.66
-170.61	25.65	-21.91
-170.61	25.88	-22.08
-175.87	25.97	-22.29
179.02	26.04	-22.12
179.02	25.47	-21.87
178.44	24.96	-21.76
178.44	24.47	-21.73
176.23	24.34	-22.09
176.23	24.44	-22.67
176.23	24.58	-22.87
176.23	24.59	-22.86
164.66	24.59	-22.65
164.66	24.54	-22.4
161.7	23.92	-22.33
158.59	23.62	-22.39
158.59	23.38	-22.29
155.27	23.11	-22.09
153.03	22.68	-22.16
153.03	22.39	-22.57
153.03	22.44	-23.1
150.54	22.66	-23.48
151.02	22.72	-23.64
152.25	22.2	-23.86
152.25	21.78	-24.3
152.36	21.67	-24.65
150.91	21.81	-24.64
150.91	22.03	-24.35
149.42	22.07	-24.2
149.42	21.65	-24.4
144.75	21.21	-24.57
140.83	21.22	-24.73
139.63	21.37	-24.9
139.63	21.66	-25.15
139.6	21.92	-25.41
139.6	21.99	-25.69
139.6	21.97	-25.9
139.6	21.77	-25.84
138.64	21.29	-25.8
137.04	20.43	-25.8
135.5	19.87	-25.63
135.5	19.47	-25.54
133.07	19.27	-25.55
128.64	19.38	-25.72
128.64	19.71	-25.97
126.05	19.82	-26.27
124.84	19.33	-26.69
124.76	18.21	-26.59
124.76	17.61	-26.44
126.53	17.83	-26.76
126.23	18.27	-26.85
124.79	18.57	-26.66
122.78	18.02	-26.43
122.78	17.13	-26.13
121.42	16.42	-25.86
119.2	15.75	-25.63
115.78	15.56	-25.64
115.78	15.64	-26.23
113.12	15.24	-26.57
111.69	14.75	-26.57
111.69	14.38	-26.5
111.69	14.07	-26.28
111.69	13.84	-26.06
110.46	13.48	-25.89
109.51	13.26	-25.78
106.23	12.85	-25.75
103.34	12.16	-25.51
103.34	11.8	-25.37
100.19	11.6	-25.59
97.86	11.53	-25.75
95.69	11.42	-25.73
93.84	11.17	-25.98
93.84	10.71	-26.26
93.11	10.2	-26.35
92.75	10.1	-26.34
93.25	10.34	-26.4
93.29	10.4	-26.37
93.29	10.43	-26.11
92.65	10.39	-25.83
90.41	10.21	-25.57
88.11	9.84	-25.41
83.36	9.5	-25.27
83.36	9.46	-25.19
80.52	9.77	-24.96
75.61	9.52	-24.56
70.13	9.54	-24.7
68.8	9.98	-25
68.8	10.33	-25.09
68.8	10.63	-24.86
66.37	10.76	-24.44
65.31	10.25	-24.05
65.31	10.28	-23.8
67.21	10.56	-23.33
67.86	10.85	-22.77
67.33	11.21	-22.37
67.33	11.37	-22.19
68.62	11.52	-21.59
68.62	11.13	-20.68
65.29	10.27	-20.02
64.23	9.96	-19.4
64.23	9.79	-19.06
61.86	9.58	-18.95
62.22	9.39	-18.88
64.55	9.3	-18.42
64.55	9.1	-17.7
64.3	8.81	-16.86
63.09	8.37	-16.07
62.77	8.07	-15.57
62.77	7.67	-15.02
64.37	7.21	-14.5
63.84	6.79	-13.98
61.34	6.63	-13.41
61.93	6.1	-13.12
61.93	5.26	-12.94
61.93	4.51	-12.52
61.93	3.89	-11.92
61.93	3.6	-11.42
62.33	3.51	-11.06
63.4	3.47	-10.74
64.77	3.18	-10.32
65.97	2.85	-9.87
65.97	2.22	-9.42
68.03	1.57	-9.12
72.37	1.57	-8.8
73.67	1.37	-8.25
73.97	1.34	-7.86
73.97	1.31	-7.5
74.7	1.31	-7.26
76.64	1.42	-6.99
79.41	1.84	-6.56
78.76	2.22	-6
78.76	2.64	-5.28
78.49	2.56	-4.64
77.88	2.42	-4.13
75.95	2.34	-4.04
77.89	2.7	-4.5
77.89	3.21	-4.72
80.3	3.87	-4.27
79.13	3.95	-3.61
79.13	3.97	-3.24
79.13	4.46	-2.89
76.14	5	-2.66
74.86	5.18	-2.28
74.4	5.64	-2.14
74.64	6.31	-2.3
74.64	6.62	-2.28
73.48	6.71	-1.89
73.23	6.87	-1.47
73.38	7.22	-1.55
78.57	8.1	-1.64
78.57	9.4	-1.4
80.14	10.28	-1.3
81.88	10.69	-1.25
83.57	11.12	-0.91
83.91	11.78	-0.14
83.91	11.81	0.42
80.43	11.75	0.45
80.43	11.77	0.18
80.24	12.45	0.14
80.24	13.32	0
81.85	14.31	0.02
79.48	15.17	0.24
79.25	15.16	0.1
79.25	15.58	-0.17
80.41	15.87	-0.48
82.58	16.18	-0.62
82.58	16.8	-0.65
82.58	17.23	-1.16
82.58	17.34	-1.77
82.58	17.55	-2.01
91.07	17.71	-1.99
91.07	17.98	-2.01
96.77	17.87	-2.13
101.44	18.1	-1.8
101.44	18.21	-1.36
102.09	18.11	-1.36
102.09	17.46	-1.83
100.61	16.6	-2.47
100.61	16.41	-3.16
104.69	17.04	-3.55
107.18	17.69	-3.65
112.27	18.07	-3.54
114.45	18.3	-3.37
114.45	18.26	-3.51
116.16	18.15	-3.75
117.03	17.74	-3.94
117.03	17.38	-3.96
117.5	17.34	-4.13
117.5	17.15	-4.5
116.85	17.05	-5.31
118.32	17.08	-6.09
118.32	17.1	-6.41
118.99	17.1	-6.47
118.99	16.66	-6.56
118.99	15.72	-6.58
121.61	14.91	-6.69
121.61	14.66	-6.85
121.53	14.38	-7.22
121.07	14.04	-7.26
121.07	13.99	-7.28
122.02	14.19	-7.65
121.27	14.3	-8.49
121.27	13.56	-8.99
119.62	12.43	-9.13
121.51	11.83	-9.1
121.51	11.71	-9.03
123.17	11.31	-8.94
123	10.88	-9
123	10.5	-9.08
121.66	10.03	-9.09
119.74	9.94	-9.24
119.74	10.17	-9.59
117.48	10.07	-10.15
117.48	9.75	-10.49
115.13	9.4	-10.39
114.46	9.38	-10.49
114.46	9.39	-10.72
114.39	9.5	-11.07
111.81	9.03	-11.5
111.81	8.91	-11.93
111.81	9.18	-12.29
111.81	9.76	-12.49
111.81	10.28	-12.54
107.91	10.87	-12.59
106.77	11.44	-12.72
106.77	11.84	-12.77
106.16	12.18	-12.81
106.16	12.81	-12.76
104.56	13.09	-12.89
103.86	13.4	-13.04
103.86	13.62	-12.89
102.36	13.92	-12.72
99.8	14.04	-12.67
99.1	14.33	-12.69
99.1	14.67	-12.73
98.41	15.47	-12.65
98.41	16.17	-12.49
97.97	16.23	-12.45
97.17	16.12	-12.48
97.17	16.21	-12.64
97.55	16.7	-12.77
96.8	16.97	-12.79
96.8	16.89	-12.76
96.95	16.84	-12.59
96.6	16.42	-12.36
96.6	16.15	-12.02
96.6	15.96	-11.56
96.6	15.89	-11.33
92.82	15.8	-11.2
92.82	15.62	-11.1
90.61	15.37	-11.24
88.6	15.21	-11.27
85.97	14.6	-10.9
83.93	13.62	-10.79
83.93	13.05	-11.08
84.34	13.12	-11.19
84.19	12.92	-10.78
84.19	12.6	-10.49
83.01	12.25	-10.08
79.71	11.78	-9.55
79.71	11.05	-9.35
78.05	10.64	-9.32
75.83	10.73	-9.49
75.83	11.35	-9.75
75.45	11.73	-10.08
75.44	11.91	-10.12
75.44	11.42	-9.81
73.97	10.86	-9.56
74.97	10.5	-9.58
74.97	10.21	-9.3
75.7	10.45	-8.84
75.34	11	-8.65
75.34	11.97	-8.45
75.34	12.85	-8.19
75.34	13.28	-7.98
69.92	13.54	-7.79
69.92	13.49	-7.79
68.71	13.27	-7.87
68.71	13.53	-8.24
71.41	14.62	-8.22
74.64	15.49	-7.54
74.64	15.58	-6.66
75.21	15.48	-6.06
77.95	15.62	-5.7
77.95	16.18	-5.39
80.1	16.9	-5.05
80.71	17.56	-4.75
80.71	17.8	-4.48
80.67	17.88	-4.19
81.02	17.9	-3.85
81.02	17.85	-3.48
80.84	17.67	-2.95
80.84	17.48	-2.6
81.4	17.35	-2.53
81.52	17.13	-2.58
82.15	17	-2.56
83.92	16.94	-2.52
83.92	16.79	-2.56
84.72	16.56	-2.6
84.72	16	-2.52
84.72	15.56	-2.21
88.99	15.22	-1.95
88.99	15	-1.83
90.73	14.72	-1.69
91.88	14.25	-1.46
92.47	13.83	-1.36
92.37	13.12	-1.33
92.37	12.3	-1.35
92.92	11.53	-1.33
92.92	11.18	-1.3
94.31	11.09	-1.26
94.8	10.81	-1.22
95.36	10.67	-1.29
95.36	10.2	-1.34
95.81	9.76	-1.29
96.34	9.46	-1.32
97.16	9.11	-1.23
97.16	8.73	-1.09
97.75	8.54	-1.03
97.4	8.34	-0.96
97.4	8.19	-0.99
96.61	8.01	-1.01
97.62	7.81	-0.82
97.36	7.72	-0.81
97.36	7.72	-0.78
97.36	7.65	-0.82
97.36	7.6	-0.92
96.94	7.61	-0.94
96.94	7.4	-0.99
97.16	7.38	-1.05
97.63	7.48	-1.13
97.63	7.43	-1.13
97.6	7.57	-1.06
96.46	7.85	-1.09
96.46	8.1	-1.11
96.97	8.46	-1.14
96.97	8.86	-1.25
96.65	9.39	-1.38
96	9.49	-1.36
96	9.47	-1.34
95.87	9.56	-1.38
95.47	9.71	-1.3
94.88	9.93	-1.2
94.69	10.45	-1.16
94.69	10.82	-1.23
93.78	10.92	-1.34
93.36	10.9	-1.48
93.28	11.07	-1.66
93	11.29	-1.75
93	11.68	-1.65
92.83	12.17	-1.58
92.83	12.47	-1.68
92.43	12.56	-1.68
92.11	12.48	-1.77
92.11	12.62	-1.7
91.5	12.81	-1.7
91.26	13.03	-1.82
91.29	13.31	-2
91.54	13.69	-2.07
91.54	13.89	-2.15
91.37	13.8	-2.24
91.72	13.8	-2.17
91.21	13.72	-2.03
90.91	13.71	-1.96
90.91	13.67	-2.21
90.04	13.82	-2.48
89.79	13.85	-2.66
89.64	13.86	-2.79
90.23	13.87	-2.91
90.23	14.09	-2.8
91.12	14.15	-2.53
92.16	14.18	-2.1
92.3	14.28	-1.91
92.15	14.38	-1.94
92.15	14.47	-1.85
91.38	14.33	-1.82
90.5	14.16	-2.04
90.5	14.27	-2.05
90.5	14.66	-1.97
89.57	14.78	-1.95
89.57	14.77	-2.04
90.23	15.01	-1.99
90.15	14.95	-1.87
89.97	15.25	-1.63
89.97	15.32	-1.37
88.75	15.16	-1.23
87.66	14.95	-1.27
87.39	15.19	-1.47
87.39	15.45	-1.65
86.91	15.48	-1.77
87.6	15.66	-1.76
87.6	15.6	-1.71
88.28	15.48	-1.59
89.01	15.43	-1.47
89.01	15.5	-1.28
89.3	15.42	-1.17
89.3	15.33	-1.15
90.19	15.16	-1.19
89.94	15.08	-1.18
89.94	15.18	-1.2
90.5	15.24	-1.06
90.5	15.41	-0.94
90.48	15.17	-0.73
90.87	15.1	-0.75
90.87	14.81	-0.81
90.87	14.51	-0.73
90.87	14.27	-0.66
92.56	14.26	-0.52
92.56	13.93	-0.37
92.88	13.42	-0.18
92.97	13.06	-0.14
92.8	12.9	-0.23
92.8	12.87	-0.25
93.02	12.76	-0.26
92.96	12.44	-0.35
92.96	12.16	-0.31
93.82	12.01	-0.19
94.73	11.85	-0.18
94.73	11.89	-0.18
95.4	11.85	-0.15
95.24	11.95	0.12
94.33	11.71	0.36
94.33	11.22	0.51
94.29	10.9	0.68
93.47	10.71	0.74
93.19	10.88	0.77
92.84	11.17	0.94
92.84	11.3	0.98
91.78	11.28	0.76
91.73	11.58	0.62
91.73	11.76	0.58
91.73	11.41	0.63
91.73	11.27	0.69
92.16	11.73	0.62
92.3	12.06	0.66
92.09	12.49	0.77
92.09	12.56	0.8
91.96	12.6	0.78
92.1	12.77	0.75
91.97	13.19	0.76
91.97	13.48	0.7
91.91	13.97	0.8
91.49	14.2	0.99
90.79	14.54	1.14
90.28	14.49	1.09
90.28	14.76	0.95
90.33	15.07	0.9
90.21	15.43	1
90.47	15.82	1.01
90.47	16.15	1
90.86	16.28	1.03
91.32	16.33	1.1
92.06	16.27	1.32
92.34	16.37	1.62
92.34	16.47	1.72
91.76	16.29	1.77
91.76	16.29	1.75
91.76	16.44	1.84
91.17	16.51	1.8
91.02	16.22	1.66
90.91	16.3	1.6
91.02	16.26	1.56
91.02	16.36	1.51
91.1	16.26	1.2
91.1	16.31	0.97
91.98	16.05	1.04
92.62	15.84	1.33
92.62	15.62	1.42
93.24	15.49	1.47
93.95	15.34	1.43
94.26	15.06	1.49
94.26	14.92	1.79
94.78	14.56	2.05
93.7	14.28	2.07
93.09	14.13	1.83
93.09	13.95	1.52
93.39	14.21	1.48
93.39	14.52	1.53
93.15	14.45	1.58
93.01	14.28	1.63
93.12	13.96	1.71
93.12	13.72	1.58
93.12	13.52	1.43
93.12	13.66	1.54
93.12	13.96	1.62
93.46	14.49	1.61
93.46	14.68	1.5
94.1	14.89	1.3
94.5	15	1.24
94.5	15	1.27
95.27	15.16	1.46
95.27	15.1	1.64
94.95	14.87	1.83
94.52	14.58	1.86
94.52	14.53	1.82
93.37	14.54	1.62
93.37	14.79	1.48
92.69	15.19	1.32
92.98	15.45	1.24
92.98	15.71	1.3
92.64	15.58	1.35
93.25	15.46	1.3
93.25	15.59	1.05
93.76	15.7	0.82
94.23	15.73	0.77
94.23	15.99	0.86
95.89	16.31	1.2
95.89	16.28	1.62
95.53	16.05	1.75
95.53	15.99	1.82
95.53	15.92	1.98
94.25	16.14	1.94
93.59	16.32	1.7
93.59	16.44	1.4
93.12	16.39	1.4
92.99	15.92	1.42
93.94	15.65	1.36
93.94	15.38	1.49
94.61	15.17	1.71
94.61	15.2	1.93
94.53	15.36	2.06
94.14	15.7	2.01
93.56	15.76	1.79
93.56	15.64	1.66
93.56	15.5	1.58
93.5	15.61	1.62
93.5	15.75	1.58
94.33	15.74	1.46
94.33	15.63	1.32
95.2	15.35	1.35
95.31	15.14	1.39
95.31	15	1.61
95.29	14.76	2.21
93.88	14.83	2.73
93.88	14.3	2.8
93.88	13.83	2.43
93.88	13.78	2.21
93.88	13.92	2
91.74	14.26	2.07
91.74	14.56	2.21
91.67	14.5	2.18
91.67	14.3	2.14
92.15	14.55	1.95
92.41	14.81	1.86
93.14	15.16	1.78
93.48	15.33	1.76
93.86	15.48	1.84
93.86	15.36	2.18
94.07	15.45	2.35
94.4	15.34	2.14
94.99	15.35	2.42
94.54	15.13	2.68
94.54	14.73	2.41
94.95	14.96	1.78
96.14	15.55	1.48
97.54	16.32	1.56
97.85	16.59	1.95
97.85	16.42	2.32
97.5	16.28	2.82
96.49	16.08	3.5
96.49	15.98	3.58
96.49	16.07	3.17
95.29	16.43	2.77
96.11	16.94	2.71
96.11	17.65	2.85
95.38	17.9	3.05
95.1	17.48	2.87
95.87	17.21	2.87
95.87	17.07	2.89
95.55	16.73	2.54
95.44	16.6	2.07
95.49	16.45	1.49
95.49	16.38	0.8
95.91	16.32	0.41
96.08	16.57	0.35
97.02	16.34	0.25
98.14	16.22	0.17
98.14	15.93	0.26
98.68	15.66	0.34
99.6	15.46	0.32
99.54	14.97	0.43
98.88	14.57	0.59
98.88	14.12	0.68
98.36	13.79	0.59
97.77	13.78	0.6
96.64	13.89	0.7
96.64	14.04	0.7
96.64	14.02	0.75
96.64	13.94	0.83
96.64	13.84	0.85
94.38	13.67	0.59
94.82	13.53	0.38
95.09	13.7	0.63
95.09	13.56	1.07
94.61	13.25	1.22
93.89	12.98	1.17
93.61	13.14	1.14
93.61	13.74	0.97
93.45	14.14	1.11
93.45	13.78	1.65
92.33	13.33	1.96
92.78	13.49	1.98
92.78	14.02	1.98
93.29	14.36	2.01
93.29	14.67	2.38
93.47	14.55	2.39
94.01	14.48	2.13
94.01	14.49	2.09
95.04	14.71	2.44
95.04	14.58	2.9
96.18	14.63	3.19
96.18	14.78	2.9
96.46	15.28	2.44
96.46	16.1	2.22
96.46	16.85	2.51
98.94	16.67	3.29
98.94	15.83	3.98
99.57	15.11	4.48
99.57	14.6	4.7
98.69	14.64	4.86
97.77	15.11	4.5
97.77	15.47	4.06
98.66	15.66	3.83
98.66	15.42	3.99
99.78	14.84	4.19
101.69	14.42	4.26
103.19	14.14	4.5
103.19	13.85	4.82
104.65	13.55	5.21
104.65	13	5.73
104.45	12.4	6.03
104.23	11.45	5.89
104.37	10.74	6.11
104.37	10.62	6.53
105.16	10.82	5.79
107.32	11.02	4.9
108.91	10.95	4.49
108.91	10.57	4.47
112.33	10.07	4.8
112.33	9.29	5.32
112.33	8.58	5.65
112.33	8.18	5.73
112.33	7.86	5.91
109.92	7.49	5.85
108.58	6.95	5.71
108.58	6.93	5.55
106.77	6.9	5.24
106.77	6.76	5.07
106.64	6.78	5.04
106.64	6.46	4.84
107.11	6.52	4.59
106.76	6.62	4.26
106.76	6.87	4.35
106.4	6.99	4.39
105.93	7.02	4.43
105.93	7.29	4.39
105.5	7.46	4.08
105.5	8.05	3.94
105.47	8.74	3.96
104.58	9.14	4
104.58	9.22	4
105.12	9.55	4.13
105.12	10.13	4.13
104.7	10.22	4.09
104.82	10.44	3.78
104.82	10.6	3.21
104.48	11.04	2.74
104.48	11.17	3.01
104.48	11.43	3.43
104.48	11.69	3.71
105.16	11.63	3.95
104.45	11.77	3.94
104.45	12.06	3.84
103.36	12.55	3.42
102.15	12.79	3.06
102.15	12.92	2.99
102.91	12.94	3.08
102.91	12.93	3
103.35	13.07	2.84
104.78	13.15	2.58
104.78	13.11	2.4
105.89	13.1	2.15
106.05	13.11	1.88
106.05	13.48	1.52
106.79	13.95	1.31
106.79	13.71	1.23
107.41	13.28	1.51
107.41	12.95	1.76
107.69	12.73	1.91
106.75	12.63	1.99
106.75	12.59	1.83
105.7	12.43	1.59
104.87	12.05	1.1
104.87	11.58	0.35
104.87	11.29	-0.05
104.87	11.23	-0.02
104.87	11.04	0.21
106.91	10.86	0.14
106.91	10.63	-0.02
106.58	10.27	-0.23
106.82	10.3	-0.41
106.82	10.17	-0.5
106.44	10.01	-0.5
106.44	9.79	-0.58
105.72	9.55	-0.68
105.69	9.34	-0.67
105.69	9.16	-0.51
104.83	8.9	-0.52
104.83	8.56	-0.73
103.77	8.54	-1.05
103.07	8.59	-1.19
103.07	8.69	-1.2
102.46	8.74	-1.17
101.74	8.75	-1.23
101.6	8.77	-1.28
101.6	8.8	-1.33
101.6	8.92	-1.44
101.73	8.98	-1.48
101.73	8.92	-1.32
101.53	8.76	-1.15
101.53	8.67	-0.95
101.53	8.67	-0.79
99.33	8.69	-0.68
99.33	8.65	-0.6
97.02	8.78	-0.7
97.02	9.08	-0.92
96.63	9.61	-1.18
97.06	9.92	-1.27
97.06	10.1	-1.2
96.55	10.24	-0.97
96.55	10.17	-0.8
96.08	10.08	-0.79
95.94	10.22	-0.8
95.92	10.65	-0.82
95.92	11.07	-0.86
96.03	11.38	-1.08
96.06	11.38	-1.22
96.06	11.44	-1.04
96.17	11.57	-0.81
96.12	11.61	-0.9
96.12	11.5	-1.13
95.69	11.36	-1.24
95.37	11.31	-0.96
95.22	11.31	-0.67
96.02	11.39	-0.61
96.02	11.45	-0.54
96.02	11.31	-0.35
96.02	11.45	-0.12
96.02	11.55	0.04
95.82	11.74	0.22
95.4	11.94	0.27
94.6	11.77	0.31
94.6	11.52	0.34
94.13	11.89	0.33
93.03	12.23	0.24
92.12	12.28	0.3
91.71	12.09	0.21
91.71	11.63	0.06
92.08	11.57	-0.05
92.73	11.78	0.04
93.72	11.82	0.4
93.19	11.89	0.69
93.19	11.76	0.83
92.82	11.59	0.78
92.25	11.66	0.83
92.25	11.74	0.96
91.26	11.85	1.01
90.8	12.08	1.04
90.84	12.4	1.08
90.84	12.37	1.18
91.59	12.36	1.38
92.29	12.21	1.4
92.29	12.07	1.49
92.29	11.94	1.53
92.82	11.94	1.59
92.95	11.81	1.7
92.97	11.63	1.74
93.56	11.67	1.76
93.56	11.8	1.68
93.4	12.14	1.83
93.64	12.23	2.08
94.07	12.29	2.32
94.02	12.17	2.49
94.02	12.16	2.55
95.03	12.36	2.75
95.2	12.56	3
95.3	12.62	3.12
95.3	12.61	3.16
94.61	12.45	3.15
94.61	12.44	3.1
95.19	12.58	3.02
95.34	12.97	3.08
95.37	13.1	3.2
95.37	13.2	3.44
95.03	13.23	3.66
95.03	13.21	3.82
94.9	13.35	4
94.53	13.47	4.14
94.53	13.38	4.18
94.53	13.34	4.14
94.53	13.42	3.83
94.53	13.75	3.59
95.37	13.7	3.64
